    0.10000E-03    0.30050E+03
    0.10202E-03    0.30633E+03
    0.10408E-03    0.31226E+03
    0.10618E-03    0.31832E+03
    0.10833E-03    0.32449E+03
    0.11052E-03    0.33077E+03
    0.11275E-03    0.33718E+03
    0.11503E-03    0.34372E+03
    0.11735E-03    0.35038E+03
    0.11972E-03    0.35717E+03
    0.12214E-03    0.36409E+03
    0.12461E-03    0.37114E+03
    0.12712E-03    0.37834E+03
    0.12969E-03    0.38567E+03
    0.13231E-03    0.39314E+03
    0.13499E-03    0.40076E+03
    0.13771E-03    0.40852E+03
    0.14049E-03    0.41643E+03
    0.14333E-03    0.42450E+03
    0.14623E-03    0.43272E+03
    0.14918E-03    0.44111E+03
    0.15220E-03    0.44965E+03
    0.15527E-03    0.45836E+03
    0.15841E-03    0.46724E+03
    0.16161E-03    0.47629E+03
    0.16487E-03    0.48551E+03
    0.16820E-03    0.49491E+03
    0.17160E-03    0.50450E+03
    0.17507E-03    0.51426E+03
    0.17860E-03    0.52422E+03
    0.18221E-03    0.53437E+03
    0.18589E-03    0.54472E+03
    0.18965E-03    0.55526E+03
    0.19348E-03    0.56601E+03
    0.19739E-03    0.57696E+03
    0.20138E-03    0.58813E+03
    0.20544E-03    0.59951E+03
    0.20959E-03    0.61111E+03
    0.21383E-03    0.62294E+03
    0.21815E-03    0.63499E+03
    0.22255E-03    0.64727E+03
    0.22705E-03    0.65979E+03
    0.23164E-03    0.67255E+03
    0.23632E-03    0.68556E+03
    0.24109E-03    0.69882E+03
    0.24596E-03    0.71233E+03
    0.25093E-03    0.72610E+03
    0.25600E-03    0.74014E+03
    0.26117E-03    0.75445E+03
    0.26645E-03    0.76903E+03
    0.27183E-03    0.78389E+03
    0.27732E-03    0.79903E+03
    0.28292E-03    0.81447E+03
    0.28864E-03    0.83020E+03
    0.29447E-03    0.84623E+03
    0.30042E-03    0.86257E+03
    0.30649E-03    0.87923E+03
    0.31268E-03    0.89620E+03
    0.31899E-03    0.91349E+03
    0.32544E-03    0.93112E+03
    0.33201E-03    0.94908E+03
    0.33872E-03    0.96739E+03
    0.34556E-03    0.98604E+03
    0.35254E-03    0.10051E+04
    0.35966E-03    0.10244E+04
    0.36693E-03    0.10442E+04
    0.37434E-03    0.10643E+04
    0.38190E-03    0.10848E+04
    0.38962E-03    0.11057E+04
    0.39749E-03    0.11270E+04
    0.40552E-03    0.11487E+04
    0.41371E-03    0.11708E+04
    0.42207E-03    0.11933E+04
    0.43060E-03    0.12162E+04
    0.43929E-03    0.12396E+04
    0.44817E-03    0.12634E+04
    0.45722E-03    0.12877E+04
    0.46646E-03    0.13124E+04
    0.47588E-03    0.13376E+04
    0.48550E-03    0.13633E+04
    0.49530E-03    0.13894E+04
    0.50531E-03    0.14161E+04
    0.51552E-03    0.14432E+04
    0.52593E-03    0.14709E+04
    0.53656E-03    0.14990E+04
    0.54739E-03    0.15277E+04
    0.55845E-03    0.15569E+04
    0.56973E-03    0.15867E+04
    0.58124E-03    0.16170E+04
    0.59299E-03    0.16479E+04
    0.60496E-03    0.16794E+04
    0.61719E-03    0.17115E+04
    0.62965E-03    0.17441E+04
    0.64237E-03    0.17773E+04
    0.65535E-03    0.18112E+04
    0.66859E-03    0.18457E+04
    0.68210E-03    0.18808E+04
    0.69588E-03    0.19165E+04
    0.70993E-03    0.19530E+04
    0.72427E-03    0.19900E+04
    0.73891E-03    0.20278E+04
    0.75383E-03    0.20662E+04
    0.76906E-03    0.21054E+04
    0.78460E-03    0.21452E+04
    0.80045E-03    0.21858E+04
    0.81662E-03    0.22271E+04
    0.83311E-03    0.22692E+04
    0.84994E-03    0.23120E+04
    0.86711E-03    0.23556E+04
    0.88463E-03    0.24000E+04
    0.90250E-03    0.24451E+04
    0.92073E-03    0.24911E+04
    0.93933E-03    0.25379E+04
    0.95831E-03    0.25855E+04
    0.97767E-03    0.26339E+04
    0.99742E-03    0.26832E+04
    0.10176E-02    0.27334E+04
    0.10381E-02    0.27845E+04
    0.10591E-02    0.28364E+04
    0.10805E-02    0.28893E+04
    0.11023E-02    0.29430E+04
    0.11246E-02    0.29978E+04
    0.11473E-02    0.30534E+04
    0.11705E-02    0.31100E+04
    0.11941E-02    0.31676E+04
    0.12182E-02    0.32262E+04
    0.12429E-02    0.32857E+04
    0.12680E-02    0.33463E+04
    0.12936E-02    0.34079E+04
    0.13197E-02    0.34706E+04
    0.13464E-02    0.35342E+04
    0.13736E-02    0.35990E+04
    0.14013E-02    0.36648E+04
    0.14296E-02    0.37317E+04
    0.14585E-02    0.37998E+04
    0.14880E-02    0.38689E+04
    0.15180E-02    0.39392E+04
    0.15487E-02    0.40106E+04
    0.15800E-02    0.40831E+04
    0.16119E-02    0.41568E+04
    0.16445E-02    0.42317E+04
    0.16777E-02    0.43078E+04
    0.17116E-02    0.43851E+04
    0.17462E-02    0.44636E+04
    0.17814E-02    0.45433E+04
    0.18174E-02    0.46242E+04
    0.18541E-02    0.47064E+04
    0.18916E-02    0.47899E+04
    0.19298E-02    0.48746E+04
    0.19688E-02    0.49606E+04
    0.20086E-02    0.50478E+04
    0.20491E-02    0.51364E+04
    0.20905E-02    0.52262E+04
    0.21328E-02    0.53174E+04
    0.21758E-02    0.54099E+04
    0.22198E-02    0.55037E+04
    0.22646E-02    0.55989E+04
    0.23104E-02    0.56954E+04
    0.23571E-02    0.57932E+04
    0.24047E-02    0.58924E+04
    0.24533E-02    0.59929E+04
    0.25028E-02    0.60948E+04
    0.25534E-02    0.61981E+04
    0.26050E-02    0.63027E+04
    0.26576E-02    0.64087E+04
    0.27113E-02    0.65161E+04
    0.27660E-02    0.66248E+04
    0.28219E-02    0.67349E+04
    0.28789E-02    0.68463E+04
    0.29371E-02    0.69591E+04
    0.29964E-02    0.70733E+04
    0.30569E-02    0.71888E+04
    0.31187E-02    0.73056E+04
    0.31817E-02    0.74239E+04
    0.32460E-02    0.75434E+04
    0.33115E-02    0.76642E+04
    0.33784E-02    0.77864E+04
    0.34467E-02    0.79099E+04
    0.35163E-02    0.80346E+04
    0.35874E-02    0.81607E+04
    0.36598E-02    0.82880E+04
    0.37338E-02    0.84165E+04
    0.38092E-02    0.85463E+04
    0.38861E-02    0.86772E+04
    0.39646E-02    0.88094E+04
    0.40447E-02    0.89427E+04
    0.41264E-02    0.90771E+04
    0.42098E-02    0.92126E+04
    0.42948E-02    0.93492E+04
    0.43816E-02    0.94869E+04
    0.44701E-02    0.96256E+04
    0.45604E-02    0.97652E+04
    0.46525E-02    0.99058E+04
    0.47465E-02    0.10047E+05
    0.48424E-02    0.10190E+05
    0.49402E-02    0.10333E+05
    0.50400E-02    0.10477E+05
    0.51419E-02    0.10622E+05
    0.52457E-02    0.10767E+05
